2,error_status,"000Manufacturer id is invalid","000Category id is invalid","000Downloads id is invalid","000Related id is invalid"
3,"000Name cannot be empty","000Meta title cannot be empty","000Model cannot be empty","000Price cannot be empty","000Quantity cannot be empty","000Minimum Quantity cannot be empty",error_status,"000Sort data data is invalid","000Manufacturer id is invalid","000Downloads id is invalid"
